,Unnamed: 0,level_0,index,pl_name,planet_status,pl_massj,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,pl_radj,radius_error_min,radius_error_max,pl_orbper,orbital_period_error_min,orbital_period_error_max,pl_orbsmax,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,sy_vmag,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,st_mass,star_mass_error_min,star_mass_error_max,st_rad,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,st_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_refname,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_tefferr1,st_tefferr2,st_tefflim,st_raderr1,st_raderr2,st_radlim,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,decstr,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,_merge,signal_percent
330,330,510,510,WASP-43 b,Confirmed,2.052,0.053,0.053,2.034,0.052,0.052,1.036,0.019,0.019,0.81347753,7e-07,7e-07,0.01526,0.00018,0.00018,0.0035,0.0025,0.0025,82.33,0.2,0.2,,2011.0,2020-06-01,328.0,34.0,34.0,,,,,,,2455726.54336,0.00012,0.00012,,,,3.5,6.8,6.8,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"AlO, C, CH4, CO, CO2, H, H2O, K, KCl, NH3, O I, SiO, TiO2",WASP-43,154.9083333,-9.8063889,12.4,,,,,,,,-0.01,0.012,0.012,0.717,0.025,0.025,0.667,0.01,0.01,K7V,0.4,,inf,4520.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.014144182740095863
331,331,511,511,WASP-44 b,Confirmed,0.889,0.062,0.062,,,,1.14,0.11,0.11,2.4238039,8.7e-06,8.7e-06,0.03473,0.00041,0.00041,0.0,,,86.02,0.86,0.86,,2011.0,2013-01-16,,,,,,,,,,2455434.376,0.0004,0.0004,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-44,3.9041667,-11.9380556,12.9,,,,,,,,0.06,0.1,0.1,0.951,0.034,0.034,0.927,0.07,0.07,G8V,0.9,0.6,0.6,5410.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.021064036423138175
332,332,514,514,WASP-47 b,Confirmed,1.14243,0.02297,0.02297,,,,1.127,0.013,0.013,4.1591289,4.2e-06,4.2e-06,0.052,0.011,0.011,0.0028,0.0028,0.0028,88.98,0.2,0.2,0.00026,2012.0,2021-02-05,51.0,82.0,82.0,2455764.3463,0.0002,0.0002,2457007.932132,2.1e-05,2.1e-05,2456982.97823,0.00032,0.00032,,,,,,,0.173,0.032,0.032,,,,140.64,0.44,0.44,1275.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"1SWASP J220448.72-120107.8 b, 2MASS J22044873-1201079 b, EPIC 206103150.01, K2-23 b, WISE J220448.74-120108.4  b",,WASP-47,331.203047,-12.018885,11.9,,10.613,10.31,,266.69,4.83,4.83,0.38,0.05,0.05,1.04,0.03,0.03,1.14,0.01,0.01,G9V,,,,5552.0,75.0,75.0,,,"1SWASP J220448.72-120107.8, 2MASS J22044873-1201079, EPIC 206103150, K2-23, WISE J220448.74-120108.4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.009739489404847495
333,333,515,515,WASP-48 b,Confirmed,0.98,0.09,0.09,,,,1.67,0.08,0.08,2.143634,3e-06,3e-06,0.03444,0.00043,0.00043,0.0,,,80.09,0.55,0.55,,2011.0,2014-08-16,,,,,,,,,,2455364.55043,0.00027,0.00027,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-48,291.1625,55.4730556,11.06,,,,,,,,-0.12,0.12,0.12,1.19,0.05,0.05,1.75,0.09,0.09,,,,,5990.0,90.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.02574927749098396
335,335,518,518,WASP-50 b,Confirmed,1.437,0.068,0.068,,,,1.138,0.026,0.026,1.9550959,5.1e-06,5.1e-06,0.02913,0.00064,0.00064,0.009,0.006,0.006,84.74,0.24,0.24,0.000128,2011.0,2019-05-29,44.0,80.0,80.0,,,,,,,2455558.61197,0.00015,0.00021,2455561.549,0.01,0.01,,,,0.669,0.007,0.018,,,,,,,1394.84,33.0,33.0,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-50,43.6875,-10.8980556,11.6,,,,,230.0,40.0,40.0,-0.12,0.08,0.08,0.861,0.057,0.057,0.855,0.019,0.019,G9,8.1,7.0,4.5,5400.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.015949530199714623
336,336,519,519,WASP-52 b,Confirmed,0.46,0.02,0.02,,,,1.27,0.03,0.03,1.7497798,1.2e-06,1.2e-06,0.0272,0.0003,0.0003,0.0,,,85.35,0.2,0.2,,2011.0,2020-04-30,,,,,,,,,,2455793.68143,9e-05,9e-05,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,"H, He, K, Na",WASP-52,348.4958,8.7614,12.0,,,,,140.0,20.0,20.0,0.03,0.12,0.12,0.87,0.03,0.03,0.79,0.02,0.02,K2V,0.4,0.3,0.3,5000.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.07471396392287946
338,338,522,522,WASP-55 b,Confirmed,0.61,0.13,0.13,0.57,0.04,0.04,1.33,0.13,0.13,4.46563,4e-06,4e-06,0.0533,0.0007,0.0007,0.0,0.0,0.2,89.6,0.2,0.2,,2012.0,2021-02-05,,,,,,,,,,2455737.9396,0.0003,0.0003,,,,,,,0.15,0.12,0.12,,,,70.0,4.0,4.0,1290.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,"1SWASP J133501.94-173012.7 b, 2MASS J13350194-1730124 b, EPIC 212300977.01, TYC 6125-00113-1 b, WASP-55 A b, WISE J133501.96-173012.7  b",,WASP-55,203.758114,-17.503464,11.8,,10.775,10.443,,299.97,3.94,3.94,-0.2,0.07,0.07,1.11,0.35,0.35,1.09,0.11,0.11,G1,3.0,2.0,5.0,5900.0,100.0,100.0,,,"1SWASP J133501.94-173012.7, 2MASS J13350194-1730124, EPIC 212300977, TYC 6125-00113-1, WASP-55 A, WISE J133501.96-173012.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.033657145476456464
341,341,525,525,WASP-58 b,Confirmed,0.89,0.07,0.07,,,,1.37,0.2,0.2,5.01718,1.1e-05,1.1e-05,0.0561,0.002,0.002,0.0,,,87.4,1.5,1.5,,2011.0,2018-12-17,,,,,,,,,,2455183.9335,0.001,0.001,,,,,,,,,,,,,,,,,,,,,,,,,Announced on a professional conference,Primary Transit,,,,,WASP-58,274.7,45.1719,11.66,,,,,300.0,50.0,50.0,-0.45,0.09,0.09,0.94,0.1,0.1,1.17,0.13,0.13,G2V,3.2,4.5,2.1,5800.0,150.0,150.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.021724160209498255
345,345,535,535,WASP-67 b,Confirmed,0.42,0.04,0.04,,,,1.4,0.2,0.2,4.61442,1e-05,1e-05,0.0517,0.0008,0.0008,0.0,,,85.8,0.4,0.4,0.00023,2011.0,2012-04-23,,,,,,,,,,2455824.3742,0.0002,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-67,295.7458333,-19.9494444,12.5,,,,,225.0,45.0,45.0,-0.07,0.09,0.09,0.87,0.04,0.04,0.87,0.04,0.04,K0V,,,,5200.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.07155130211179817
347,347,537,537,WASP-69 b,Confirmed,0.26,0.017,0.017,0.26,0.017,0.017,1.057,0.047,0.047,3.8681382,1.7e-06,1.7e-06,0.04525,0.00053,0.00053,0.0,,,86.71,0.2,0.2,,2011.0,2021-01-05,,,,,,,,,,2455748.83344,0.00018,0.00018,,,,,,,0.686,0.686,0.686,,,,,,,963.0,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,"He, Na",WASP-69,315.025000002,-5.094444455,9.87,,,,,50.0,10.0,10.0,0.144,0.077,0.077,0.826,0.029,0.029,0.813,0.028,0.028,K5,2.0,,,4715.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.05336932778317563
348,348,539,539,WASP-70 A b,Confirmed,0.59,0.022,0.023,0.59,0.022,0.022,1.164,0.073,0.102,3.7130203,4.7e-06,4.7e-06,0.04853,0.00062,0.00062,0.0,,,87.12,1.24,0.65,,2011.0,2017-06-08,,,,,,,,,,2455736.50348,0.00027,0.00027,,,,,,,0.431,,,,,,,,,1387.0,,,,,,,,,Announced on a professional conference,Primary Transit,Radial Velocity,Primary Transit,,,WASP-70 A,315.475000018,-13.433333355,10.79,,,,,245.0,20.0,20.0,-0.006,0.063,0.063,1.106,0.042,0.042,1.215,0.064,0.089,G4,9.5,0.5,0.5,5763.0,79.0,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.020290349047715824
349,349,540,540,WASP-71 b,Confirmed,2.258,0.072,0.072,,,,1.5,0.11,0.11,2.9036747,6.8e-06,6.8e-06,0.04631,0.0006,0.0006,0.0,,,84.2,1.8,1.8,,2012.0,2012-11-14,,,,,,,,,,2455738.84977,0.0007,0.0007,,,,,,,,,,,,,,,,,,,,,,,,3.36,Published in a refereed paper,Primary Transit,,,,,WASP-71,29.2625,0.7589,,,,,,200.0,20.0,20.0,0.15,0.07,0.07,1.572,0.062,0.062,2.32,0.14,0.14,F8,,,,6050.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.004621036279860857
350,350,543,543,WASP-74 b,Confirmed,0.826,0.014,0.014,,,,1.248,0.036,0.036,2.13775138,2.4e-07,2.4e-07,0.03443,0.00035,0.00035,,,,80.32,0.09,0.09,,2014.0,2021-04-08,,,,,,,,,,2457173.87176,9e-05,9e-05,,,,0.77,0.99,0.99,0.86,0.006,0.006,,,,114.1,1.4,1.4,1865.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,"TiO, VO",WASP-74,304.54166667,-1.075833342,9.7,,,,,120.0,20.0,20.0,0.39,0.13,0.13,1.48,0.12,0.12,1.64,0.05,0.05,F9,2.0,1.6,1.0,5970.0,110.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.014009004932984227
351,351,544,544,WASP-75 b,Confirmed,1.07,0.05,0.05,,,,1.27,0.048,0.048,2.484193,3e-06,3e-06,0.0375,0.0008,0.0007,0.0,,,82.0,0.2,0.3,,2013.0,2021-02-05,,,,,,,2456016.2669,0.0003,0.0003,,,,,,,,,,0.882,0.008,0.006,,,,146.0,4.0,4.0,1710.0,20.0,20.0,,,,,,,Published in a refereed paper,Primary Transit,,,"2MASS J22493256-1040320 b, EPIC 206154641.01, GSC 05816-01135 b, K2-40 b, WASP-75 A b, WISE J224932.60-104031.7  b",,WASP-75,342.385707,-10.67556,11.45,,10.362,10.097,,260.0,70.0,70.0,0.07,0.09,0.09,1.14,0.06,0.07,1.26,0.04,0.04,F9,3.5,-0.5,0.5,6100.0,100.0,100.0,,,"2MASS J22493256-1040320, EPIC 206154641, GSC 05816-01135, K2-40, WASP-75 A, WISE J224932.60-104031.7",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.016568733036823855
352,352,545,545,WASP-76 b,Confirmed,0.92,0.03,0.03,,,,1.83,0.06,0.06,1.809886,1e-06,1e-06,0.033,0.0005,0.0005,0.0,,,88.0,1.6,1.6,,2013.0,2020-05-07,,,,,,,,,,2456107.85507,0.00034,0.00034,,,,,,,,,,,,,,,,2190.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,"Ca, Fe, H2O, Na, Ni, SiO, Ti, TiO, VO",WASP-76,26.6333,2.7006,9.5,,,,,195.3,0.5,0.5,0.23,0.1,0.1,1.46,0.07,0.07,1.73,0.04,0.04,F7,,,,6250.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.03914018430471369
353,353,546,546,WASP-77 A b,Confirmed,1.76,0.06,0.06,,,,1.21,0.02,0.02,1.3600309,2e-06,2e-06,0.024,0.00036,0.00036,,,,89.4,0.7,0.4,,2012.0,2019-06-13,,,,,,,,,,2455870.44977,0.00014,0.00014,,,,,,,,,,,,,,,,,,,,,,,,3.441,Published in a refereed paper,Primary Transit,,,,,WASP-77A,37.1542,-7.0606,11.29,,,,,,,,0.0,0.11,0.11,1.002,0.045,0.045,0.955,0.015,0.015,G8V,1.0,0.5,0.3,5500.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.014879864834459541
354,354,550,550,WASP-80 b,Confirmed,0.554,0.039,0.03,,,,0.952,0.027,0.026,3.0678504,2.7e-06,2.3e-06,0.0346,0.0011,0.0008,0.07,0.07,0.0,89.92,0.12,0.07,,2013.0,2017-03-09,,,,,,,,,,2456125.41751,6.7e-05,5.2e-05,,,,,,,,,,,,,,,,,,,,,,,,,Published in a refereed paper,Primary Transit,,,,"CH4, CO, H, H2O, He, K, Na",WASP-80,303.1667,-2.1456,11.881,10.279,9.218,8.513,8.351,60.0,20.0,20.0,-0.14,0.16,0.16,0.58,0.05,0.05,0.63,0.15,0.15,K7V,,,,4145.0,100.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.026969958210737947
355,355,551,551,WASP-81 b,Confirmed,0.729,0.035,0.036,,,,1.429,0.046,0.051,2.7164762,2.3e-06,2.3e-06,0.03908,0.00072,0.0007,0.0,0.0,0.066,88.69,0.092,0.088,,2016.0,2016-12-27,,,,,,,,,,2456195.57462,0.0002,0.00023,,,,,,,,,,,,,100.8,3.3,3.4,,,,,,,,,,Published in a refereed paper,Radial Velocity,Radial Velocity,Primary Transit,,,WASP-81 ,304.207875017,3.2940833476,,,,,10.892,410.0,70.0,70.0,-0.36,0.14,0.14,1.08,0.058,0.059,1.283,0.037,0.04,G1,,,,5870.0,120.0,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.03178290055236758
356,356,552,552,WASP-82 b,Confirmed,1.24,0.04,0.04,,,,1.67,0.05,0.07,2.705782,3e-06,3e-06,0.0447,0.0007,0.0007,0.0,,,87.9,1.9,1.4,,2013.0,2014-05-28,,,,,,,,,,2456157.9898,0.0005,0.0005,,,,,,,,,,,,,,,,2190.0,,,,,,,,,Published in a refereed paper,Primary Transit,,,,,WASP-82,72.6625,1.8939,10.1,,,,,200.0,30.0,30.0,0.12,0.11,0.11,1.63,0.08,0.08,2.18,0.08,0.08,F5,,,,6500.0,80.0,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.013941391229736949
357,357,553,553,WASP-83 b,Confirmed,0.3,0.03,0.03,0.3,0.03,0.03,1.04,0.05,0.08,4.071252,1.5e-05,1.5e-05,0.059,0.001,0.001,0.0,,,88.9,0.7,0.7,,2014.0,2015-07-27,,,,,,,,,,2455928.8853,0.0004,0.0004,,,,,,,0.23,0.15,0.15,,,,32.9,3.0,3.0,1120.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-83,190.154166679,-19.284166673,12.9,,,,,300.0,50.0,50.0,0.29,0.12,0.12,1.11,0.09,0.09,1.05,0.06,0.04,G8,5.0,0.0,7.0,5480.0,110.0,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.030552932390418338
358,358,554,554,WASP-84 b,Confirmed,0.694,0.028,0.028,0.694,0.028,0.028,0.942,0.022,0.022,8.5234865,7e-06,7e-06,0.0771,0.0012,0.0012,0.0,,,88.368,0.05,0.05,,2013.0,2015-02-16,,,,,,,,,,2456286.10583,9e-05,9e-05,,,,359.7,1.7,1.7,0.632,,,,,,,,,797.0,,,,,,,,,Published in a refereed paper,Primary Transit,Radial Velocity,Primary Transit,,,WASP-84,131.1083,1.8433,,,,,,120.0,50.0,50.0,0.0,0.1,0.1,0.842,0.037,0.037,0.748,0.015,0.015,K0,1.0,,,5314.0,88.0,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,left_only,0.013846459315883864
