,level_0,index,pl_name,planet_status,pl_massj,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,pl_radj,radius_error_min,radius_error_max,pl_orbper,orbital_period_error_min,orbital_period_error_max,pl_orbsmax,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,angular_distance,discovered,updated,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,tconj,tconj_error_min,tconj_error_max,tzero_tr,tzero_tr_error_min,tzero_tr_error_max,tzero_tr_sec,tzero_tr_sec_error_min,tzero_tr_sec_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,impact_parameter,impact_parameter_error_min,impact_parameter_error_max,tzero_vr,tzero_vr_error_min,tzero_vr_error_max,k,k_error_min,k_error_max,temp_calculated,temp_calculated_error_min,temp_calculated_error_max,temp_measured,hot_point_lon,geometric_albedo,geometric_albedo_error_min,geometric_albedo_error_max,log_g,publication,detection_type,mass_detection_type,radius_detection_type,alternate_names,molecules,star_name,ra,dec,sy_vmag,mag_i,mag_j,mag_h,mag_k,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,st_mass,star_mass_error_min,star_mass_error_max,st_rad,star_radius_error_min,star_radius_error_max,star_sp_type,star_age,star_age_error_min,star_age_error_max,st_teff,star_teff_error_min,star_teff_error_max,star_detected_disc,star_magnetic_field,star_alternate_names,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_refname,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_massjerr1,pl_massjerr2,pl_massjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,ttv_flag,pl_imppar,pl_impparerr1,pl_impparerr2,pl_impparlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandeplim,pl_trandur,pl_trandurerr1,pl_trandurerr2,pl_trandurlim,pl_ratdor,pl_ratdorerr1,pl_ratdorerr2,pl_ratdorlim,pl_ratror,pl_ratrorerr1,pl_ratrorerr2,pl_ratrorlim,pl_occdep,pl_occdeperr1,pl_occdeperr2,pl_occdeplim,pl_orbtper,pl_orbtpererr1,pl_orbtpererr2,pl_orbtperlim,pl_orblper,pl_orblpererr1,pl_orblpererr2,pl_orblperlim,pl_rvamp,pl_rvamperr1,pl_rvamperr2,pl_rvamplim,pl_projobliq,pl_projobliqerr1,pl_projobliqerr2,pl_projobliqlim,pl_trueobliq,pl_trueobliqerr1,pl_trueobliqerr2,pl_trueobliqlim,st_refname,st_spectype,st_tefferr1,st_tefferr2,st_tefflim,st_raderr1,st_raderr2,st_radlim,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_lum,st_lumerr1,st_lumerr2,st_lumlim,st_logg,st_loggerr1,st_loggerr2,st_logglim,st_age,st_ageerr1,st_ageerr2,st_agelim,st_dens,st_denserr1,st_denserr2,st_denslim,st_vsin,st_vsinerr1,st_vsinerr2,st_vsinlim,st_rotp,st_rotperr1,st_rotperr2,st_rotplim,st_radv,st_radverr1,st_radverr2,st_radvlim,sy_refname,rastr,decstr,sy_pm,sy_pmerr1,sy_pmerr2,sy_pmra,sy_pmraerr1,sy_pmraerr2,sy_pmdec,sy_pmdecerr1,sy_pmdecerr2,sy_dist,sy_disterr1,sy_disterr2,sy_plx,sy_plxerr1,sy_plxerr2,sy_bmag,sy_bmagerr1,sy_bmagerr2,sy_vmagerr1,sy_vmagerr2,sy_jmag,sy_jmagerr1,sy_jmagerr2,sy_hmag,sy_hmagerr1,sy_hmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,sy_icmag,sy_icmagerr1,sy_icmagerr2,sy_tmag,sy_tmagerr1,sy_tmagerr2,sy_kepmag,sy_kepmagerr1,sy_kepmagerr2,rowupdate,pl_pubdate,releasedate,_merge
378,583,584,K2-32 b,,,,,,,,0.501,,,8.99213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252.426008,-19.5430504,12.304,,,,,,,,,,,,,,0.92,,,,,,,5428.0,,,,,,K2-32,0.0,2.0,4.0,Transit,2016.0,<a refstr=DAI_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...823..115D/abstract target=ref>Dai et al. 2016</a>,K2,Published Candidate,0.0,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,0.00015,-0.00015,0.0,,,,5.62,0.45,-0.45,0.0,0.04,-0.04,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,3.486,0.042,-0.042,0.0,,,,,0.0556,0.0014,-0.0014,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=CROSSFIELD_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..226....7C/abstract target=ref>Crossfield et al. 2016</a>,,88.0,-88.0,0.0,0.07,-0.07,0.0,,,,,,,,,,,,,4.45,0.07,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h49m42.24s,-19d32m34.98s,56.1485729,0.0556068,-0.0556068,-16.5975,0.0975935,-0.0975935,-53.6394,0.0497619,-0.0497619,157.682,1.309,-1.288,6.31369,0.051837,-0.051837,13.267,0.007,-0.007,0.092,-0.092,10.404,0.024,-0.024,9.993,0.025,-0.025,9.821,0.019,-0.019,12.0036,0.000259,-0.000259,,,,11.3692,0.006,-0.006,12.005,,,2016-07-18,2016-09,2016-07-18,right_only
379,584,592,K2-33 b,,3.6,,,,,,0.514,,,5.42513,,,0.0409,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,242.5613635,-19.3193831,15.838,,,,,,,,,,,0.31,,,1.1,,,,,,,3410.0,,,,,,K2-33,0.0,1.0,1.0,Transit,2016.0,<a refstr=DAVID_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..658D/abstract target=ref>David et al. 2016</a>,K2,Published Confirmed,0.0,<a refstr=DAVID_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..658D/abstract target=ref>David et al. 2016</a>,0.00028,-0.00029,0.0,0.0021,-0.0023,0.0,5.76,0.62,-0.58,0.0,0.055,-0.052,0.0,,,1.0,1144.188,,,1.0,3.6,,,1.0,Mass,,,,,0.0,,,0.0,,,,,850.0,50.0,-50.0,0.0,86.9,2.2,-3.1,0.0,0.0,0.49,0.26,-0.33,0.0,0.23,,,0.0,4.22,0.15,-0.15,0.0,9.2,1.1,-2.1,0.0,0.0476,0.0035,-0.0017,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=DAVID_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016Natur.534..658D/abstract target=ref>David et al. 2016</a>,M3,75.0,-75.0,0.0,0.1,-0.1,0.0,0.05,-0.05,0.0,,,,,,-0.83,0.07,-0.07,0.0,3.84,0.16,-0.16,0.0,0.007,0.003,-0.003,0.0,0.34,0.12,-0.12,0.0,7.0,2.0,-2.0,0.0,6.3,0.2,-0.2,0.0,-6.6,0.1,-0.1,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h10m14.73s,-19d19m09.78s,25.8767082,0.1299031,-0.1299031,-9.70908,0.170128,-0.170128,-23.9862,0.122055,-0.122055,139.268,1.532,-1.499,7.153,0.0775416,-0.0775416,17.353,0.138,-0.138,0.126,-0.126,11.095,0.023,-0.023,10.332,0.022,-0.022,10.026,0.019,-0.019,14.157,0.0009,-0.0009,,,,12.9895,0.0062,-0.0062,14.357,,,2016-07-06,2016-06,2016-06-23,right_only
380,585,594,K2-27 b,,,,,,,,0.515,,,6.77131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.5151874,1.2306237,12.689,,,,,,,,,,,,,,0.88,,,,,,,5422.0,,,,,,K2-27,0.0,3.0,1.0,Transit,2016.0,<a refstr=VAN_EYLEN_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...820...56V/abstract target=ref>Van Eylen et al. 2016</a>,K2,Published Candidate,0.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,0.00012,-0.00012,0.0,,,,5.77,3.24,-3.24,0.0,0.289,-0.289,0.0,,,,,,,,,,,,,,,,,,,,,,,,,991.0,239.0,-239.0,0.0,,,,,0.0,,,,,,,,,,,,,17.56,9.24,-9.24,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,,194.0,-93.0,0.0,7.37,-0.1,0.0,,,,-0.09,0.31,-0.15,0.0,[Fe/H],,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h26m03.64s,+01d13m50.25s,27.1949799,0.0569076,-0.0569076,3.43398,0.0664471,-0.0664471,-26.9773,0.0567398,-0.0567398,249.645,2.489,-2.441,3.97723,0.0392518,-0.0392518,13.556,0.072,-0.072,0.16,-0.16,11.157,0.024,-0.024,10.794,0.029,-0.029,10.704,0.024,-0.024,12.4528,0.000306,-0.000306,,,,11.9186,0.0064,-0.0064,12.428,,,2015-12-05,2015-08,2015-12-05,right_only
381,586,597,K2-108 b,,,,,,,,0.518,,,4.73363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.3818484,16.419516,12.339,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,K2-108,0.0,1.0,1.0,Transit,2017.0,<a refstr=PETIGURA_ET_AL__2017 href=https://ui.adsabs.harvard.edu/abs/2017AJ....153..142P/abstract target=ref>Petigura et al. 2017</a>,K2,Published Candidate,0.0,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,0.00013,-0.00013,0.0,,,,5.81,0.36,-0.71,0.0,0.032,-0.063,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,0.0973,0.0017,-0.0018,0.0,3.6288,0.084,-0.1152,0.0,8.9,2.4,-1.3,0.0,0.0297,0.0016,-0.0035,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=KRUSE_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019ApJS..244...11K/abstract target=ref>Kruse et al. 2019</a>,,,,,0.06,-0.07,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h13m31.64s,+16d25m10.26s,23.73957,0.0453408,-0.0453408,-6.87424,0.073306,-0.073306,-22.7225,0.0418582,-0.0418582,477.295,10.094,-9.692,2.06697,0.0430861,-0.0430861,13.106,0.045,-0.045,0.092,-0.092,10.986,0.021,-0.021,10.652,0.022,-0.022,10.561,0.017,-0.017,12.1704,0.000201,-0.000201,,,,11.6736,0.006,-0.006,12.16,,,2019-09-05,2019-09,2019-09-05,right_only
382,587,614,CoRoTID 223977153 b,,0.15,,,,,,0.57,,,6.71837,,,0.071,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.1951714,9.2573953,13.626,,,,,,,,,,,1.08,,,0.79,,,,,,,5970.0,,,,,,CoRoTID 223977153,1.0,1.0,1.0,Transit,2017.0,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,CoRoT,Published Confirmed,0.0,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,1e-05,-1e-05,0.0,0.001,-0.001,0.0,6.389,0.673,-0.56,0.0,0.06,-0.05,0.0,0.1,-0.1,0.0,47.6745,31.783,-31.783,0.0,0.15,0.1,-0.1,0.0,Mass,1.1,1.3,-0.8,0.0,,,,,132.26,36.74,-29.39,0.0,938.0,65.0,-52.0,0.0,89.0,0.5,-0.5,0.0,0.0,0.4,0.1,-0.2,0.0,0.29,0.02,-0.02,0.0,2.496,0.216,-0.168,0.0,,,,,0.054,0.002,-0.002,0.0,,,,,,,,,,,,,14.0,10.0,-10.0,0.0,,,,,,,,,<a refstr=BOUFLEUR_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018MNRAS.473..710B/abstract target=ref>Boufleur et al. 2018</a>,G0 VI,100.0,-100.0,0.0,0.08,-0.09,0.0,0.08,-0.07,0.0,0.0,0.2,-0.2,0.0,[Fe/H],-0.155,0.109,-0.146,0.0,4.67,0.11,-0.08,0.0,,,,,,,,,3.2,1.0,-1.0,0.0,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h40m46.84s,+09d15m26.62s,4.6600247,0.0462694,-0.0462694,0.981128,0.054957,-0.054957,-4.55557,0.0458265,-0.0458265,576.683,10.436,-10.436,1.70589,0.0311319,-0.0311319,14.403,0.061,-0.061,0.149,-0.149,12.519,0.024,-0.024,12.25,0.029,-0.029,12.193,0.027,-0.027,13.5867,0.000754,-0.000754,,,,13.1395,0.0148,-0.0148,,,,2017-09-14,2018-01,2017-09-15,right_only
383,588,619,K2-14 b,,,,,,,,0.593,,,8.3688168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.0568745,2.5941222,15.78,,,,,,,,,,,,,,0.56,,,,,,,3879.0,,,,,,K2-14,0.0,1.0,1.0,Transit,2015.0,<a refstr=MONTET_ET_AL__2015 href=https://ui.adsabs.harvard.edu/abs/2015ApJ...809...25M/abstract target=ref>Montet et al. 2015</a>,K2,Published Candidate,0.0,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,,0.0,,,,6.65,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.83,,,0.0,1.18,,,0.0,2.52,,,0.0,,,,,0.1142,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=VANDERBURG_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJS..222...14V/abstract target=ref>Vanderburg et al. 2016</a>,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h52m13.65s,+02d35m38.84s,46.8749859,0.0894274,-0.0894274,-39.2368,0.10004,-0.10004,-25.6464,0.0573657,-0.0573657,364.048,8.099,-8.099,2.71943,0.0606212,-0.0606212,17.783,0.168,-0.168,1.133,-1.133,13.416,0.027,-0.027,12.772,0.022,-0.022,12.611,0.031,-0.031,15.5348,0.000609,-0.000609,,,,14.611,0.0074056,-0.0074056,15.547,,,2015-12-05,2016-01,2015-12-05,right_only
384,595,754,WASP-11 b,,0.53,,,,,,0.91,,,3.722465,,,0.043,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.3689472,30.6733817,11.567,,,,,,,,,,,0.77,,,0.74,,,,,,,4800.0,,,,,,WASP-11,0.0,3.0,1.0,Transit,2008.0,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,SuperWASP,Published Confirmed,0.0,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,6e-06,-8e-06,0.0,0.002,-0.002,0.0,10.2,0.673,-0.336,0.0,0.06,-0.03,0.0,0.07,-0.07,0.0,168.4499,22.2481,-22.2481,0.0,0.53,0.07,-0.07,0.0,Mass,0.92,0.09,-0.15,0.0,0.0,,,0.0,,,,,960.0,70.0,-70.0,0.0,89.8,0.2,-0.8,0.0,0.0,0.054,0.168,-0.05,0.0,1.62,0.03,-0.02,0.0,2.556,0.029,-0.007,0.0,,,,,,,,,,,,,,,,,,,,,82.1,7.4,-7.4,0.0,,,,,,,,,<a refstr=WEST_ET_AL__2009 href=https://ui.adsabs.harvard.edu/abs/2009A&A...502..395W/abstract target=ref> West et al. 2009 </a>,,100.0,,0.0,0.04,-0.03,0.0,0.1,-0.08,0.0,0.0,0.2,-0.2,0.0,[M/H],0.0,0.045,-0.051,0.0,4.45,0.2,-0.2,0.0,,,,,,,,,6.0,,,1.0,,,,,4.91,0.0,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h09m28.55s,+30d40m24.17s,44.9914262,0.213037,-0.213037,3.85579,0.267182,-0.267182,-44.8259,0.212585,-0.212585,124.73,2.112,-2.044,7.99213,0.132509,-0.132509,12.575,0.334,-0.334,0.029,-0.029,10.015,0.02,-0.02,9.56,0.019,-0.019,9.421,0.017,-0.017,11.5535,0.000551,-0.000551,,,,10.9332,0.0062,-0.0062,,,,2018-04-25,2009-07,2016-12-08,right_only
385,596,794,K2-146 b,,,,,,,,0.95,,,2.644845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.0266951,19.0923416,16.7,,,,,,,,,,,,,,0.5,,,,,,,,,,,,,K2-146,0.0,1.0,2.0,Transit,2018.0,<a refstr=HIRANO_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155..127H/abstract target=ref>Hirano et al. 2018</a>,K2,Published Candidate,0.0,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,0.000128,-0.000137,0.0,,,,10.7,24.3,-8.4,0.0,2.17,-0.75,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.13,0.52,-0.29,0.0,,,,,1.5312,0.2496,-1.5312,0.0,,,,,0.1951,0.4378,-0.133,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=PETIGURA_ET_AL__2018 href=https://ui.adsabs.harvard.edu/abs/2018AJ....155...21P/abstract target=ref>Petigura et al. 2018</a>,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h40m06.41s,+19d05m32.43s,129.9980836,0.0777051,-0.0777051,-15.9167,0.117628,-0.117628,-129.02,0.0769376,-0.0769376,79.3002,0.478,-0.4723,12.5821,0.0749898,-0.0749898,17.873,0.168,-0.168,0.2,-0.2,12.183,0.021,-0.021,11.605,0.018,-0.018,11.37,0.023,-0.023,14.9834,0.000523,-0.000523,,,,13.7247,0.0073796,-0.0073796,15.031,,,2017-12-14,2018-01,2017-12-14,right_only
386,597,802,WASP-2 b,,0.88,,,,,,0.955,,,2.152226,,,0.0307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,307.7255587,6.4293305,11.728,,,,,,,,,,,0.79,,,0.78,,,,,,,5200.0,,,,,,WASP-2,0.0,2.0,1.0,Transit,2007.0,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,SuperWASP,Published Confirmed,0.0,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,4e-06,-4e-06,0.0,0.0011,-0.0011,0.0,10.705,3.419,-3.419,0.0,0.305,-0.305,0.0,0.08,-0.08,0.0,279.68,25.43,-25.43,0.0,0.88,0.08,-0.08,0.0,Mass,,,,,,,,,,,,,,,,,,,,,0.0,0.4,0.4,-0.4,0.0,,,,,,,,,,,,,0.1295,0.0105,-0.0105,0.0,,,,,,,,,,,,,155.0,7.0,-7.0,0.0,,,,,,,,,<a refstr=COLLIER_CAMERON_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007MNRAS.375..951C/abstract target=ref> Collier Cameron et al. 2007 </a>,K1 V,200.0,-200.0,0.0,0.06,-0.06,0.0,0.15,-0.04,0.0,,,,,,,,,,4.3,0.3,-0.3,0.0,,,,,,,,,,,,,,,,,-27.86,0.01,,0.0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h30m54.13s,+06d25m45.59s,48.6429449,0.0818487,-0.0818487,5.93596,0.101114,-0.101114,-48.2794,0.0815225,-0.0815225,153.242,1.64,-1.605,6.49795,0.0685615,-0.0685615,12.692,0.041,-0.041,0.034,-0.034,10.166,0.027,-0.027,9.752,0.026,-0.026,9.632,0.024,-0.024,11.5638,0.001019,-0.001019,,,,10.9984,0.0061,-0.0061,,,,2019-09-23,2007-03,2014-10-29,right_only
387,598,836,XO-2 N b,,0.566,,,,,,0.983,,,2.615857,,,0.03684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0267691,50.2251472,11.246,,,,,,,,,,,,,,,,,,,,,5340.0,,,,,,XO-2 N,0.0,2.0,3.0,Transit,2007.0,<a refstr=BURKE_ET_AL__2007 href=https://ui.adsabs.harvard.edu/abs/2007ApJ...671.2115B/abstract target=ref> Burke et al. 2007 </a>,XO,Published Confirmed,0.0,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,,0.0,0.0004,-0.00043,0.0,11.018,0.325,-0.314,0.0,0.029,-0.028,0.0,0.055,-0.055,0.0,179.89178,17.48065,-17.48065,0.0,0.566,0.055,-0.055,0.0,Mass,0.741,0.1,-0.091,0.0,,,,,,,,,1319.0,24.0,-23.0,0.0,88.9,0.6,-0.75,0.0,0.0,0.158,0.11,-0.085,0.0,,,,,,,,,8.2,0.1,-0.2,0.0,0.10395,0.0009,-0.00085,0.0,,,,,,,,,,,,,85.0,8.0,-8.0,0.0,,,,,,,,,<a refstr=TORRES_ET_AL__2008 href=https://ui.adsabs.harvard.edu/abs/2008ApJ...677.1324T/abstract target=ref> Torres et al. 2008 </a>,,80.0,,0.0,,,,,,,,,,,,-0.162,0.049,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h48m06.42s,+50d13m30.53s,157.1107895,0.0516932,-0.0516932,-29.7313,0.0825528,-0.0825528,-154.272,0.0501829,-0.0501829,154.273,1.459,-1.433,6.45395,0.0602777,-0.0602777,11.947,0.161,-0.161,0.011,-0.011,9.744,0.022,-0.022,9.34,0.026,-0.026,9.308,0.021,-0.021,10.9718,0.000514,-0.000514,,,,10.4467,0.0061,-0.0061,,,,2019-02-11,2008-04,2016-02-25,right_only
388,599,902,TOI-1259 A b,,0.441,,,,,,1.022,,,3.477978,,,0.0407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,282.1001665,79.2564761,12.079,,,,,,,,,,,0.74,,,0.71,,,,,,,4775.0,,,,,,TOI-1259 A,1.0,2.0,1.0,Transit,2021.0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210102707M/abstract target=ref>Martin et al. 2021</a>,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0.0,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210102707M/abstract target=ref>Martin et al. 2021</a>,1.9e-06,-1.7e-06,0.0,0.00114,-0.0011,0.0,11.456,0.336,-0.303,0.0,0.03,-0.027,0.0,0.049,-0.047,0.0,140.16233,15.57359,-14.93794,0.0,0.441,0.049,-0.047,0.0,Mass,0.513,0.051,-0.048,0.0,0.0,,,0.0,,,,,963.0,21.0,-21.0,0.0,89.7,0.2,-0.26,0.0,0.0,0.065,0.055,-0.044,0.0,2.6759,0.0099,-0.01,0.0,2.4754,0.0048,-0.0048,0.0,12.314,0.036,-0.056,0.0,0.14762,0.00035,-0.0003,0.0,,,,,,,,,,,,,72.0,6.8,-6.4,0.0,,,,,,,,,<a refstr=MARTIN_ET_AL__2021 href=https://ui.adsabs.harvard.edu/abs/2021arXiv210102707M/abstract target=ref>Martin et al. 2021</a>,,100.0,-100.0,0.0,0.02,-0.02,0.0,0.06,-0.06,0.0,-0.5,0.5,-0.5,0.0,[Fe/H],,,,,4.61,0.01,-0.01,0.0,4.8,0.7,-0.8,0.0,2.92,0.03,-0.04,0.0,,,,,,,,,,,,,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h48m24.04s,+79d15m23.31s,100.3626174,0.0472889,-0.0472889,-5.65807,0.0398298,-0.0398298,100.203,0.0473108,-0.0473108,118.106,0.375,-0.372,8.43809,0.0266006,-0.0266006,13.151,0.006,-0.006,0.046,-0.046,10.226,0.021,-0.021,9.715,0.017,-0.017,9.619,0.018,-0.018,11.8104,0.000852,-0.000852,,,,11.1534,0.0062,-0.0062,,,,2021-07-12,2021-01,2021-07-12,right_only
